,complexity,trueFunction,seed,tableLength,numGenerations,inferredFunc,numInputParameters
326,3,"add(i0,add(i0,mul(i0,r0)))",1,20,300,"add(mul(2, i0), mul(i0, r0))",1
327,3,"add(i0,add(i0,mul(i0,r0)))",1,40,100,"add(mul(i0, r0), i0)",1
328,3,"add(i0,add(i0,mul(i0,r0)))",1,40,200,"add(mul(i0, r0), i0)",1
329,3,"add(i0,add(i0,mul(i0,r0)))",1,40,300,"add(mul(2, i0), mul(i0, r0))",1
330,3,"add(i0,add(i0,mul(i0,r0)))",1,60,100,"mul(i0, add(9, add(r0, mul(-1, i0))))",1
331,3,"add(i0,add(i0,mul(i0,r0)))",1,60,200,"mul(i0, add(9, add(r0, mul(-1, i0))))",1
332,3,"add(i0,add(i0,mul(i0,r0)))",1,60,300,"mul(i0, add(-7, add(r0, i0)))",1
333,3,"add(i0,add(i0,mul(i0,r0)))",2,20,100,"add(mul(i0, r0), i0)",1
334,3,"add(i0,add(i0,mul(i0,r0)))",2,20,200,"add(mul(2, i0), mul(i0, r0))",1
335,3,"add(i0,add(i0,mul(i0,r0)))",2,20,300,"add(mul(2, i0), mul(i0, r0))",1
336,3,"add(i0,add(i0,mul(i0,r0)))",2,40,100,"add(mul(i0, r0), i0)",1
337,3,"add(i0,add(i0,mul(i0,r0)))",2,40,200,"add(mul(i0, r0), i0)",1
338,3,"add(i0,add(i0,mul(i0,r0)))",2,40,300,"add(mul(i0, r0), mul(2, i0))",1
339,3,"add(i0,add(i0,mul(i0,r0)))",2,60,100,"add(i0, mul(i0, r0))",1
340,3,"add(i0,add(i0,mul(i0,r0)))",2,60,200,"add(i0, mul(i0, r0))",1
341,3,"add(i0,add(i0,mul(i0,r0)))",2,60,300,"add(i0, mul(i0, r0))",1
342,3,"add(i0,add(i0,mul(i0,r0)))",3,20,100,"add(r0, mul(i0, r0))",1
343,3,"add(i0,add(i0,mul(i0,r0)))",3,20,200,"add(r0, mul(i0, r0))",1
344,3,"add(i0,add(i0,mul(i0,r0)))",3,20,300,"add(8, mul(i0, r0))",1
345,3,"add(i0,add(i0,mul(i0,r0)))",3,40,100,"mul(i0, add(2, r0))",1
346,3,"add(i0,add(i0,mul(i0,r0)))",3,40,200,"mul(i0, add(2, r0))",1
347,3,"add(i0,add(i0,mul(i0,r0)))",3,40,300,"mul(i0, add(2, r0))",1
348,3,"add(i0,add(i0,mul(i0,r0)))",3,60,100,"add(i0, mul(i0, r0))",1
349,3,"add(i0,add(i0,mul(i0,r0)))",3,60,200,"add(i0, mul(i0, r0))",1
350,3,"add(i0,add(i0,mul(i0,r0)))",3,60,300,"add(r0, add(mul(i0, r0), i0))",1
351,3,"add(i0,add(i0,mul(i0,r0)))",4,20,100,"add(mul(2, r0), mul(i0, r0))",1
352,3,"add(i0,add(i0,mul(i0,r0)))",4,20,200,"add(i0, add(mul(i0, r0), r0))",1
353,3,"add(i0,add(i0,mul(i0,r0)))",4,20,300,"add(i0, add(mul(i0, r0), r0))",1
354,3,"add(i0,add(i0,mul(i0,r0)))",4,40,100,"add(mul(i0, r0), i0)",1
355,3,"add(i0,add(i0,mul(i0,r0)))",4,40,200,"add(mul(i0, r0), i0)",1
356,3,"add(i0,add(i0,mul(i0,r0)))",4,40,300,"add(mul(2, i0), mul(i0, r0))",1
357,3,"add(i0,add(i0,mul(i0,r0)))",4,60,100,"mul(i0, r0)",1
358,3,"add(i0,add(i0,mul(i0,r0)))",4,60,200,"add(14, mul(i0, r0))",1
359,3,"add(i0,add(i0,mul(i0,r0)))",4,60,300,"add(14, mul(i0, r0))",1
360,3,"add(r0,add(i0,mul(i0,r0)))",0,20,100,"add(mul(i0, r0), i0)",1
361,3,"add(r0,add(i0,mul(i0,r0)))",0,20,200,"mul(r0, add(2, i0))",1
362,3,"add(r0,add(i0,mul(i0,r0)))",0,20,300,"mul(r0, add(2, i0))",1
363,3,"add(r0,add(i0,mul(i0,r0)))",0,40,100,"mul(r0, add(2, i0))",1
364,3,"add(r0,add(i0,mul(i0,r0)))",0,40,200,"mul(r0, add(2, i0))",1
365,3,"add(r0,add(i0,mul(i0,r0)))",0,40,300,"add(i0, add(r0, mul(i0, r0)))",1
366,3,"add(r0,add(i0,mul(i0,r0)))",0,60,100,"add(r0, mul(i0, r0))",1
367,3,"add(r0,add(i0,mul(i0,r0)))",0,60,200,"add(r0, mul(i0, r0))",1
368,3,"add(r0,add(i0,mul(i0,r0)))",0,60,300,"mul(r0, add(2, i0))",1
369,3,"add(r0,add(i0,mul(i0,r0)))",1,20,100,"add(r0, mul(i0, r0))",1
370,3,"add(r0,add(i0,mul(i0,r0)))",1,20,200,"add(r0, mul(i0, r0))",1
371,3,"add(r0,add(i0,mul(i0,r0)))",1,20,300,"add(r0, add(mul(i0, r0), i0))",1
372,3,"add(r0,add(i0,mul(i0,r0)))",1,40,100,"add(9, mul(i0, r0))",1
373,3,"add(r0,add(i0,mul(i0,r0)))",1,40,200,"add(9, mul(i0, r0))",1
374,3,"add(r0,add(i0,mul(i0,r0)))",1,40,300,"add(9, mul(i0, r0))",1
375,3,"add(r0,add(i0,mul(i0,r0)))",1,60,100,"mul(i0, r0)",1
376,3,"add(r0,add(i0,mul(i0,r0)))",1,60,200,"add(mul(i0, r0), r0)",1
377,3,"add(r0,add(i0,mul(i0,r0)))",1,60,300,"add(15, mul(i0, r0))",1
378,3,"add(r0,add(i0,mul(i0,r0)))",2,20,100,"add(mul(i0, r0), add(r0, i0))",1
379,3,"add(r0,add(i0,mul(i0,r0)))",2,20,200,"add(mul(i0, r0), add(r0, i0))",1
380,3,"add(r0,add(i0,mul(i0,r0)))",2,20,300,"add(mul(i0, r0), add(r0, i0))",1
381,3,"add(r0,add(i0,mul(i0,r0)))",2,40,100,"add(mul(i0, r0), r0)",1
382,3,"add(r0,add(i0,mul(i0,r0)))",2,40,200,"add(9, mul(i0, r0))",1
383,3,"add(r0,add(i0,mul(i0,r0)))",2,40,300,"add(9, mul(i0, r0))",1
384,3,"add(r0,add(i0,mul(i0,r0)))",2,60,100,"add(mul(2, i0), mul(i0, r0))",1
385,3,"add(r0,add(i0,mul(i0,r0)))",2,60,200,"add(mul(2, i0), mul(i0, r0))",1
386,3,"add(r0,add(i0,mul(i0,r0)))",2,60,300,"add(mul(2, i0), mul(i0, r0))",1
387,3,"add(r0,add(i0,mul(i0,r0)))",3,20,100,"add(r0, mul(i0, r0))",1
388,3,"add(r0,add(i0,mul(i0,r0)))",3,20,200,"add(11, mul(i0, r0))",1
389,3,"add(r0,add(i0,mul(i0,r0)))",3,20,300,"add(mul(i0, r0), add(r0, i0))",1
390,3,"add(r0,add(i0,mul(i0,r0)))",3,40,100,"add(r0, mul(i0, r0))",1
391,3,"add(r0,add(i0,mul(i0,r0)))",3,40,200,"add(11, mul(i0, r0))",1
392,3,"add(r0,add(i0,mul(i0,r0)))",3,40,300,"add(r0, add(i0, mul(i0, r0)))",1
393,3,"add(r0,add(i0,mul(i0,r0)))",3,60,100,"add(i0, mul(i0, r0))",1
394,3,"add(r0,add(i0,mul(i0,r0)))",3,60,200,"add(i0, mul(i0, r0))",1
395,3,"add(r0,add(i0,mul(i0,r0)))",3,60,300,"add(mul(2, r0), mul(i0, r0))",1
396,3,"add(r0,add(i0,mul(i0,r0)))",4,20,100,"add(11, mul(i0, r0))",1
397,3,"add(r0,add(i0,mul(i0,r0)))",4,20,200,"add(11, mul(i0, r0))",1
398,3,"add(r0,add(i0,mul(i0,r0)))",4,20,300,"add(i0, add(r0, mul(i0, r0)))",1
399,3,"add(r0,add(i0,mul(i0,r0)))",4,40,100,"mul(i0, r0)",1
400,3,"add(r0,add(i0,mul(i0,r0)))",4,40,200,"add(8, add(mul(i0, r0), r0))",1
401,3,"add(r0,add(i0,mul(i0,r0)))",4,40,300,"add(mul(i0, r0), add(r0, i0))",1
402,3,"add(r0,add(i0,mul(i0,r0)))",4,60,100,"add(6, add(r0, mul(i0, r0)))",1
403,3,"add(r0,add(i0,mul(i0,r0)))",4,60,200,"add(6, add(r0, mul(i0, r0)))",1
404,3,"add(r0,add(i0,mul(i0,r0)))",4,60,300,"add(6, add(r0, mul(i0, r0)))",1
405,1,"sub(i0,r2)",0,20,100,"add(i0, mul(-1, r2))",2
406,1,"sub(i0,r2)",0,20,200,"add(i0, mul(-1, r2))",2
407,1,"sub(i0,r2)",0,20,300,"add(i0, mul(-1, r2))",2
408,1,"sub(i0,r2)",0,40,100,"add(i0, mul(-1, r2))",2
409,1,"sub(i0,r2)",0,40,200,"add(i0, mul(-1, r2))",2
410,1,"sub(i0,r2)",0,40,300,"add(i0, mul(-1, r2))",2
411,1,"sub(i0,r2)",0,60,100,"add(i0, mul(-1, r2))",2
412,1,"sub(i0,r2)",0,60,200,"add(i0, mul(-1, r2))",2
413,1,"sub(i0,r2)",0,60,300,"add(i0, mul(-1, r2))",2
414,1,"sub(i0,r2)",1,20,100,"add(i0, mul(-1, r2))",2
415,1,"sub(i0,r2)",1,20,200,"add(i0, mul(-1, r2))",2
416,1,"sub(i0,r2)",1,20,300,"add(i0, mul(-1, r2))",2
417,1,"sub(i0,r2)",1,40,100,"add(i0, mul(-1, r2))",2
418,1,"sub(i0,r2)",1,40,200,"add(i0, mul(-1, r2))",2
419,1,"sub(i0,r2)",1,40,300,"add(i0, mul(-1, r2))",2
420,1,"sub(i0,r2)",1,60,100,"add(i0, mul(-1, r2))",2
421,1,"sub(i0,r2)",1,60,200,"add(i0, mul(-1, r2))",2
422,1,"sub(i0,r2)",1,60,300,"add(i0, mul(-1, r2))",2
423,1,"sub(i0,r2)",2,20,100,"add(i0, mul(-1, r2))",2
424,1,"sub(i0,r2)",2,20,200,"add(i0, mul(-1, r2))",2
425,1,"sub(i0,r2)",2,20,300,"add(i0, mul(-1, r2))",2
426,1,"sub(i0,r2)",2,40,100,"add(i0, mul(-1, r2))",2
427,1,"sub(i0,r2)",2,40,200,"add(i0, mul(-1, r2))",2
428,1,"sub(i0,r2)",2,40,300,"add(i0, mul(-1, r2))",2
429,1,"sub(i0,r2)",2,60,100,"add(i0, mul(-1, r2))",2
430,1,"sub(i0,r2)",2,60,200,"add(i0, mul(-1, r2))",2
431,1,"sub(i0,r2)",2,60,300,"add(i0, mul(-1, r2))",2
432,1,"sub(i0,r2)",3,20,100,"add(i0, mul(-1, r2))",2
433,1,"sub(i0,r2)",3,20,200,"add(i0, mul(-1, r2))",2
434,1,"sub(i0,r2)",3,20,300,"add(i0, mul(-1, r2))",2
435,1,"sub(i0,r2)",3,40,100,"add(i0, mul(-1, r2))",2
436,1,"sub(i0,r2)",3,40,200,"add(i0, mul(-1, r2))",2
437,1,"sub(i0,r2)",3,40,300,"add(i0, mul(-1, r2))",2
438,1,"sub(i0,r2)",3,60,100,"add(i0, mul(-1, r2))",2
439,1,"sub(i0,r2)",3,60,200,"add(i0, mul(-1, r2))",2
440,1,"sub(i0,r2)",3,60,300,"add(i0, mul(-1, r2))",2
441,1,"sub(i0,r2)",4,20,100,"add(i0, mul(-1, r2))",2
442,1,"sub(i0,r2)",4,20,200,"add(i0, mul(-1, r2))",2
443,1,"sub(i0,r2)",4,20,300,"add(i0, mul(-1, r2))",2
444,1,"sub(i0,r2)",4,40,100,"add(i0, mul(-1, r2))",2
445,1,"sub(i0,r2)",4,40,200,"add(i0, mul(-1, r2))",2
446,1,"sub(i0,r2)",4,40,300,"add(i0, mul(-1, r2))",2
447,1,"sub(i0,r2)",4,60,100,"add(i0, mul(-1, r2))",2
448,1,"sub(i0,r2)",4,60,200,"add(i0, mul(-1, r2))",2
449,1,"sub(i0,r2)",4,60,300,"add(i0, mul(-1, r2))",2
450,1,"sub(r2,i0)",0,20,100,"add(r2, mul(-1, i0))",2
451,1,"sub(r2,i0)",0,20,200,"add(r2, mul(-1, i0))",2
452,1,"sub(r2,i0)",0,20,300,"add(r2, mul(-1, i0))",2
453,1,"sub(r2,i0)",0,40,100,"add(r2, mul(-1, i0))",2
454,1,"sub(r2,i0)",0,40,200,"add(r2, mul(-1, i0))",2
455,1,"sub(r2,i0)",0,40,300,"add(r2, mul(-1, i0))",2
456,1,"sub(r2,i0)",0,60,100,"add(r2, mul(-1, i0))",2
457,1,"sub(r2,i0)",0,60,200,"add(r2, mul(-1, i0))",2
458,1,"sub(r2,i0)",0,60,300,"add(r2, mul(-1, i0))",2
459,1,"sub(r2,i0)",1,20,100,"add(r2, mul(-1, i0))",2
460,1,"sub(r2,i0)",1,20,200,"add(r2, mul(-1, i0))",2
461,1,"sub(r2,i0)",1,20,300,"add(r2, mul(-1, i0))",2
462,1,"sub(r2,i0)",1,40,100,"add(r2, mul(-1, i0))",2
463,1,"sub(r2,i0)",1,40,200,"add(r2, mul(-1, i0))",2
464,1,"sub(r2,i0)",1,40,300,"add(r2, mul(-1, i0))",2
465,1,"sub(r2,i0)",1,60,100,"add(r2, mul(-1, i0))",2
466,1,"sub(r2,i0)",1,60,200,"add(r2, mul(-1, i0))",2
467,1,"sub(r2,i0)",1,60,300,"add(r2, mul(-1, i0))",2
468,1,"sub(r2,i0)",2,20,100,"add(r2, mul(-1, i0))",2
469,1,"sub(r2,i0)",2,20,200,"add(r2, mul(-1, i0))",2
470,1,"sub(r2,i0)",2,20,300,"add(r2, mul(-1, i0))",2
471,1,"sub(r2,i0)",2,40,100,"add(r2, mul(-1, i0))",2
472,1,"sub(r2,i0)",2,40,200,"add(r2, mul(-1, i0))",2
473,1,"sub(r2,i0)",2,40,300,"add(r2, mul(-1, i0))",2
474,1,"sub(r2,i0)",2,60,100,"add(r2, mul(-1, i0))",2
475,1,"sub(r2,i0)",2,60,200,"add(r2, mul(-1, i0))",2
476,1,"sub(r2,i0)",2,60,300,"add(r2, mul(-1, i0))",2
477,1,"sub(r2,i0)",3,20,100,"add(r2, mul(-1, i0))",2
478,1,"sub(r2,i0)",3,20,200,"add(r2, mul(-1, i0))",2
479,1,"sub(r2,i0)",3,20,300,"add(r2, mul(-1, i0))",2
480,1,"sub(r2,i0)",3,40,100,"add(r2, mul(-1, i0))",2
481,1,"sub(r2,i0)",3,40,200,"add(r2, mul(-1, i0))",2
482,1,"sub(r2,i0)",3,40,300,"add(r2, mul(-1, i0))",2
483,1,"sub(r2,i0)",3,60,100,"add(r2, mul(-1, i0))",2
484,1,"sub(r2,i0)",3,60,200,"add(r2, mul(-1, i0))",2
485,1,"sub(r2,i0)",3,60,300,"add(r2, mul(-1, i0))",2
486,1,"sub(r2,i0)",4,20,100,"add(r2, mul(-1, i0))",2
487,1,"sub(r2,i0)",4,20,200,"add(r2, mul(-1, i0))",2
488,1,"sub(r2,i0)",4,20,300,"add(r2, mul(-1, i0))",2
489,1,"sub(r2,i0)",4,40,100,"add(r2, mul(-1, i0))",2
490,1,"sub(r2,i0)",4,40,200,"add(r2, mul(-1, i0))",2
491,1,"sub(r2,i0)",4,40,300,"add(r2, mul(-1, i0))",2
492,1,"sub(r2,i0)",4,60,100,"add(r2, mul(-1, i0))",2
493,1,"sub(r2,i0)",4,60,200,"add(r2, mul(-1, i0))",2
494,1,"sub(r2,i0)",4,60,300,"add(r2, mul(-1, i0))",2
495,1,"mul(i0,r1)",0,20,100,"mul(i0, r1)",2
496,1,"mul(i0,r1)",0,20,200,"mul(i0, r1)",2
497,1,"mul(i0,r1)",0,20,300,"mul(i0, r1)",2
498,1,"mul(i0,r1)",0,40,100,"mul(i0, r1)",2
499,1,"mul(i0,r1)",0,40,200,"mul(i0, r1)",2
500,1,"mul(i0,r1)",0,40,300,"mul(i0, r1)",2
501,1,"mul(i0,r1)",0,60,100,"mul(i0, r1)",2
502,1,"mul(i0,r1)",0,60,200,"mul(i0, r1)",2
503,1,"mul(i0,r1)",0,60,300,"mul(i0, r1)",2
504,1,"mul(i0,r1)",1,20,100,"mul(i0, r1)",2
505,1,"mul(i0,r1)",1,20,200,"mul(i0, r1)",2
506,1,"mul(i0,r1)",1,20,300,"mul(i0, r1)",2
507,1,"mul(i0,r1)",1,40,100,"mul(i0, r1)",2
508,1,"mul(i0,r1)",1,40,200,"mul(i0, r1)",2
509,1,"mul(i0,r1)",1,40,300,"mul(i0, r1)",2
510,1,"mul(i0,r1)",1,60,100,"mul(i0, r1)",2
511,1,"mul(i0,r1)",1,60,200,"mul(i0, r1)",2
512,1,"mul(i0,r1)",1,60,300,"mul(i0, r1)",2
513,1,"mul(i0,r1)",2,20,100,"mul(i0, r1)",2
514,1,"mul(i0,r1)",2,20,200,"mul(i0, r1)",2
515,1,"mul(i0,r1)",2,20,300,"mul(i0, r1)",2
516,1,"mul(i0,r1)",2,40,100,"mul(i0, r1)",2
517,1,"mul(i0,r1)",2,40,200,"mul(i0, r1)",2
518,1,"mul(i0,r1)",2,40,300,"mul(i0, r1)",2
519,1,"mul(i0,r1)",2,60,100,"mul(i0, r1)",2
520,1,"mul(i0,r1)",2,60,200,"mul(i0, r1)",2
521,1,"mul(i0,r1)",2,60,300,"mul(i0, r1)",2
522,1,"mul(i0,r1)",3,20,100,"mul(i0, r1)",2
523,1,"mul(i0,r1)",3,20,200,"mul(i0, r1)",2
524,1,"mul(i0,r1)",3,20,300,"mul(i0, r1)",2
525,1,"mul(i0,r1)",3,40,100,"mul(i0, r1)",2
526,1,"mul(i0,r1)",3,40,200,"mul(i0, r1)",2
527,1,"mul(i0,r1)",3,40,300,"mul(i0, r1)",2
528,1,"mul(i0,r1)",3,60,100,"mul(i0, r1)",2
529,1,"mul(i0,r1)",3,60,200,"mul(i0, r1)",2
530,1,"mul(i0,r1)",3,60,300,"mul(i0, r1)",2
531,1,"mul(i0,r1)",4,20,100,"mul(i0, r1)",2
532,1,"mul(i0,r1)",4,20,200,"mul(i0, r1)",2
533,1,"mul(i0,r1)",4,20,300,"mul(i0, r1)",2
534,1,"mul(i0,r1)",4,40,100,"mul(i0, r1)",2
535,1,"mul(i0,r1)",4,40,200,"mul(i0, r1)",2
536,1,"mul(i0,r1)",4,40,300,"mul(i0, r1)",2
537,1,"mul(i0,r1)",4,60,100,"mul(i0, r1)",2
538,1,"mul(i0,r1)",4,60,200,"mul(i0, r1)",2
539,1,"mul(i0,r1)",4,60,300,"mul(i0, r1)",2
540,2,"add(i0,add(r2,r0))",0,20,100,"add(r1, add(r2, r0))",2
541,2,"add(i0,add(r2,r0))",0,20,200,"add(5, add(r2, i0))",2
542,2,"add(i0,add(r2,r0))",0,20,300,"add(r2, add(r0, i0))",2
543,2,"add(i0,add(r2,r0))",0,40,100,"add(r2, add(i0, r1))",2
544,2,"add(i0,add(r2,r0))",0,40,200,"add(r0, add(r2, i0))",2
545,2,"add(i0,add(r2,r0))",0,40,300,"add(r0, add(r2, i0))",2
546,2,"add(i0,add(r2,r0))",0,60,100,"add(9, r2)",2
547,2,"add(i0,add(r2,r0))",0,60,200,"add(r2, add(r0, i0))",2
548,2,"add(i0,add(r2,r0))",0,60,300,"add(r2, add(r0, i0))",2
549,2,"add(i0,add(r2,r0))",1,20,100,"add(r2, add(i0, r0))",2
550,2,"add(i0,add(r2,r0))",1,20,200,"add(r2, add(i0, r0))",2
551,2,"add(i0,add(r2,r0))",1,20,300,"add(r2, add(i0, r0))",2
552,2,"add(i0,add(r2,r0))",1,40,100,"add(r2, add(i1, i0))",2
553,2,"add(i0,add(r2,r0))",1,40,200,"add(r2, mul(2, r0))",2
554,2,"add(i0,add(r2,r0))",1,40,300,"add(r0, add(r2, i0))",2
555,2,"add(i0,add(r2,r0))",1,60,100,"add(i0, add(r2, r0))",2
556,2,"add(i0,add(r2,r0))",1,60,200,"add(i0, add(r2, r0))",2
557,2,"add(i0,add(r2,r0))",1,60,300,"add(i0, add(r2, r0))",2
558,2,"add(i0,add(r2,r0))",2,20,100,"add(r2, add(r0, i0))",2
559,2,"add(i0,add(r2,r0))",2,20,200,"add(r2, add(r0, i0))",2
560,2,"add(i0,add(r2,r0))",2,20,300,"add(r2, add(r0, i0))",2
561,2,"add(i0,add(r2,r0))",2,40,100,"add(r2, mul(2, i0))",2
562,2,"add(i0,add(r2,r0))",2,40,200,"add(r2, mul(2, i0))",2
563,2,"add(i0,add(r2,r0))",2,40,300,"add(3, add(r2, r0))",2
564,2,"add(i0,add(r2,r0))",2,60,100,"add(r2, add(i0, r1))",2
565,2,"add(i0,add(r2,r0))",2,60,200,"add(i0, add(r2, r0))",2
566,2,"add(i0,add(r2,r0))",2,60,300,"add(i0, add(r2, r0))",2
567,2,"add(i0,add(r2,r0))",3,20,100,"add(mul(2, i0), r2)",2
568,2,"add(i0,add(r2,r0))",3,20,200,"add(i1, add(r0, add(r2, add(mul(-1, r1), i0))))",2
569,2,"add(i0,add(r2,r0))",3,20,300,"add(i0, add(r0, r2))",2
570,2,"add(i0,add(r2,r0))",3,40,100,"add(mul(2, r0), r2)",2
571,2,"add(i0,add(r2,r0))",3,40,200,"add(i0, add(r2, r0))",2
572,2,"add(i0,add(r2,r0))",3,40,300,"add(i0, add(r2, r0))",2
573,2,"add(i0,add(r2,r0))",3,60,100,"add(mul(2, i0), r2)",2
574,2,"add(i0,add(r2,r0))",3,60,200,"add(r0, add(i0, r2))",2
575,2,"add(i0,add(r2,r0))",3,60,300,"add(r0, add(i0, r2))",2
576,2,"add(i0,add(r2,r0))",4,20,100,"add(mul(2, i0), r2)",2
577,2,"add(i0,add(r2,r0))",4,20,200,"add(r0, add(r2, i0))",2
578,2,"add(i0,add(r2,r0))",4,20,300,"add(r0, add(r2, i0))",2
579,2,"add(i0,add(r2,r0))",4,40,100,"add(r1, add(r2, r0))",2
580,2,"add(i0,add(r2,r0))",4,40,200,"add(mul(2, i0), r2)",2
581,2,"add(i0,add(r2,r0))",4,40,300,"add(r2, add(r0, i0))",2
582,2,"add(i0,add(r2,r0))",4,60,100,"add(i0, add(r0, r2))",2
583,2,"add(i0,add(r2,r0))",4,60,200,"add(i0, add(r0, r2))",2
584,2,"add(i0,add(r2,r0))",4,60,300,"add(i0, add(r0, r2))",2
585,2,"sub(r2,add(r2,r0))",0,20,100,"mul(-1, r0)",2
586,2,"sub(r2,add(r2,r0))",0,20,200,"mul(-1, r0)",2
587,2,"sub(r2,add(r2,r0))",0,20,300,"mul(-1, r0)",2
588,2,"sub(r2,add(r2,r0))",0,40,100,"mul(-1, r0)",2
589,2,"sub(r2,add(r2,r0))",0,40,200,"mul(-1, r0)",2
590,2,"sub(r2,add(r2,r0))",0,40,300,"mul(-1, r0)",2
591,2,"sub(r2,add(r2,r0))",0,60,100,"add(r1, add(mul(-1, r0), r2))",2
592,2,"sub(r2,add(r2,r0))",0,60,200,"mul(-1, r0)",2
593,2,"sub(r2,add(r2,r0))",0,60,300,"mul(-1, r0)",2
594,2,"sub(r2,add(r2,r0))",1,20,100,"mul(-1, r0)",2
595,2,"sub(r2,add(r2,r0))",1,20,200,"mul(-1, r0)",2
596,2,"sub(r2,add(r2,r0))",1,20,300,"mul(-1, r0)",2
597,2,"sub(r2,add(r2,r0))",1,40,100,"mul(-1, r0)",2
598,2,"sub(r2,add(r2,r0))",1,40,200,"mul(-1, r0)",2
599,2,"sub(r2,add(r2,r0))",1,40,300,"mul(-1, r0)",2
600,2,"sub(r2,add(r2,r0))",1,60,100,"mul(-1, r0)",2
601,2,"sub(r2,add(r2,r0))",1,60,200,"mul(-1, r0)",2
602,2,"sub(r2,add(r2,r0))",1,60,300,"mul(-1, r0)",2
603,2,"sub(r2,add(r2,r0))",2,20,100,"mul(-1, r0)",2
604,2,"sub(r2,add(r2,r0))",2,20,200,"mul(-1, r0)",2
605,2,"sub(r2,add(r2,r0))",2,20,300,"mul(-1, r0)",2
606,2,"sub(r2,add(r2,r0))",2,40,100,"mul(-1, r0)",2
607,2,"sub(r2,add(r2,r0))",2,40,200,"mul(-1, r0)",2
608,2,"sub(r2,add(r2,r0))",2,40,300,"mul(-1, r0)",2
609,2,"sub(r2,add(r2,r0))",2,60,100,"mul(-1, r0)",2
610,2,"sub(r2,add(r2,r0))",2,60,200,"mul(-1, r0)",2
611,2,"sub(r2,add(r2,r0))",2,60,300,"mul(-1, r0)",2
612,2,"sub(r2,add(r2,r0))",3,20,100,"mul(-1, r0)",2
613,2,"sub(r2,add(r2,r0))",3,20,200,"mul(-1, r0)",2
614,2,"sub(r2,add(r2,r0))",3,20,300,"mul(-1, r0)",2
615,2,"sub(r2,add(r2,r0))",3,40,100,"mul(-1, r0)",2
616,2,"sub(r2,add(r2,r0))",3,40,200,"mul(-1, r0)",2
617,2,"sub(r2,add(r2,r0))",3,40,300,"mul(-1, r0)",2
618,2,"sub(r2,add(r2,r0))",3,60,100,"mul(-1, r0)",2
619,2,"sub(r2,add(r2,r0))",3,60,200,"mul(-1, r0)",2
620,2,"sub(r2,add(r2,r0))",3,60,300,"mul(-1, r0)",2
621,2,"sub(r2,add(r2,r0))",4,20,100,"mul(-1, r0)",2
622,2,"sub(r2,add(r2,r0))",4,20,200,"mul(-1, r0)",2
623,2,"sub(r2,add(r2,r0))",4,20,300,"mul(-1, r0)",2
624,2,"sub(r2,add(r2,r0))",4,40,100,"mul(-1, r0)",2
625,2,"sub(r2,add(r2,r0))",4,40,200,"mul(-1, r0)",2
626,2,"sub(r2,add(r2,r0))",4,40,300,"mul(-1, r0)",2
627,2,"sub(r2,add(r2,r0))",4,60,100,"mul(-1, r0)",2
628,2,"sub(r2,add(r2,r0))",4,60,200,"mul(-1, r0)",2
629,2,"sub(r2,add(r2,r0))",4,60,300,"mul(-1, r0)",2
630,2,"add(i0,add(r2,r0))",0,20,100,"add(4, add(r2, r0))",2
631,2,"add(i0,add(r2,r0))",0,20,200,"add(4, add(r2, r0))",2
632,2,"add(i0,add(r2,r0))",0,20,300,"add(r2, add(i0, r0))",2
633,2,"add(i0,add(r2,r0))",0,40,100,"add(r0, add(i0, r2))",2
634,2,"add(i0,add(r2,r0))",0,40,200,"add(r0, add(i0, r2))",2
635,2,"add(i0,add(r2,r0))",0,40,300,"add(r0, add(i0, r2))",2
636,2,"add(i0,add(r2,r0))",0,60,100,"add(9, r2)",2
637,2,"add(i0,add(r2,r0))",0,60,200,"add(mul(2, r0), r2)",2
638,2,"add(i0,add(r2,r0))",0,60,300,"add(mul(2, r0), r2)",2
639,2,"add(i0,add(r2,r0))",1,20,100,"add(mul(2, i0), r2)",2
640,2,"add(i0,add(r2,r0))",1,20,200,"add(i0, add(r2, r0))",2
641,2,"add(i0,add(r2,r0))",1,20,300,"add(i0, add(r2, r0))",2
642,2,"add(i0,add(r2,r0))",1,40,100,"add(r2, add(r1, i0))",2
643,2,"add(i0,add(r2,r0))",1,40,200,"add(r0, add(r2, i0))",2
644,2,"add(i0,add(r2,r0))",1,40,300,"add(r0, add(r2, i0))",2
645,2,"add(i0,add(r2,r0))",1,60,100,"add(mul(2, i0), r2)",2
646,2,"add(i0,add(r2,r0))",1,60,200,"add(mul(2, i0), r2)",2
647,2,"add(i0,add(r2,r0))",1,60,300,"add(r0, add(r2, i0))",2
648,2,"add(i0,add(r2,r0))",2,20,100,"add(r0, add(i0, r2))",2
649,2,"add(i0,add(r2,r0))",2,20,200,"add(r0, add(i0, r2))",2
650,2,"add(i0,add(r2,r0))",2,20,300,"add(r0, add(i0, r2))",2
651,2,"add(i0,add(r2,r0))",2,40,100,"add(i1, add(i0, r2))",2
652,2,"add(i0,add(r2,r0))",2,40,200,"add(4, add(i1, r2))",2
653,2,"add(i0,add(r2,r0))",2,40,300,"add(r0, add(i0, r2))",2
654,2,"add(i0,add(r2,r0))",2,60,100,"add(r2, mul(2, i0))",2
655,2,"add(i0,add(r2,r0))",2,60,200,"add(r0, add(r2, i0))",2
656,2,"add(i0,add(r2,r0))",2,60,300,"add(r0, add(r2, i0))",2
657,2,"add(i0,add(r2,r0))",3,20,100,"add(9, r2)",2
